-96.	-6.	-11.	15.
-96.	-6.	21.	-17.
-96.	26.	-11.	-17.
-96.	26.	21.	15.
-64.	-38.	-43.	-17.
-64.	-38.	-43.	47.
-64.	-38.	-11.	-49.
-64.	-38.	-11.	15.
-64.	-38.	21.	-17.
-64.	-38.	21.	47.
-64.	-38.	53.	-49.
-64.	-38.	53.	15.
-64.	-6.	-43.	-49.
-64.	-6.	-43.	15.
-64.	-6.	-11.	-17.
-64.	-6.	-11.	47.
-64.	-6.	21.	-49.
-64.	-6.	21.	15.
-64.	-6.	53.	-17.
-64.	-6.	53.	47.
-64.	26.	-43.	-17.
-64.	26.	-43.	47.
-64.	26.	-11.	-49.
-64.	26.	-11.	15.
-64.	26.	21.	-17.
-64.	26.	21.	47.
-64.	26.	53.	-49.
-64.	26.	53.	15.
-64.	58.	-43.	-49.
-64.	58.	-43.	15.
-64.	58.	-11.	-17.
-64.	58.	-11.	47.
-64.	58.	21.	-49.
-64.	58.	21.	15.
-64.	58.	53.	-17.
-64.	58.	53.	47.
-32.	-70.	-43.	-17.
-32.	-70.	-43.	47.
-32.	-70.	-11.	-49.
-32.	-70.	-11.	15.
-32.	-70.	21.	-17.
-32.	-70.	21.	47.
-32.	-70.	53.	-49.
-32.	-70.	53.	15.
-32.	-38.	-75.	-17.
-32.	-38.	-75.	47.
-32.	-38.	-43.	-49.
-32.	-38.	-43.	15.
-32.	-38.	-43.	79.
-32.	-38.	-11.	-81.
-32.	-38.	-11.	-17.
-32.	-38.	-11.	47.
-32.	-38.	21.	-49.
-32.	-38.	21.	15.
-32.	-38.	21.	79.
-32.	-38.	53.	-17.
-32.	-38.	53.	47.
-32.	-38.	85.	15.
-32.	-6.	-75.	-49.
-32.	-6.	-75.	15.
-32.	-6.	-43.	-81.
-32.	-6.	-43.	-17.
-32.	-6.	-43.	47.
-32.	-6.	-11.	-49.
-32.	-6.	-11.	15.
-32.	-6.	-11.	79.
-32.	-6.	21.	-81.
-32.	-6.	21.	-17.
-32.	-6.	21.	47.
-32.	-6.	53.	-49.
-32.	-6.	53.	15.
-32.	-6.	85.	-17.
-32.	26.	-75.	-17.
-32.	26.	-75.	47.
-32.	26.	-43.	-49.
-32.	26.	-43.	15.
-32.	26.	-43.	79.
-32.	26.	-11.	-81.
-32.	26.	-11.	-17.
-32.	26.	-11.	47.
-32.	26.	21.	-49.
-32.	26.	21.	15.
-32.	26.	21.	79.
-32.	26.	53.	-17.
-32.	26.	53.	47.
-32.	26.	85.	15.
-32.	58.	-43.	-17.
-32.	58.	-43.	47.
-32.	58.	-11.	-49.
-32.	58.	-11.	15.
-32.	58.	21.	-17.
-32.	58.	21.	47.
-32.	58.	53.	-49.
-32.	58.	53.	15.
-32.	90.	-11.	-17.
-32.	90.	21.	15.
0.	-102.	-11.	15.
0.	-102.	21.	-17.
0.	-70.	-43.	-49.
0.	-70.	-43.	15.
0.	-70.	-11.	-17.
0.	-70.	-11.	47.
0.	-70.	21.	-49.
0.	-70.	21.	15.
0.	-70.	53.	-17.
0.	-70.	53.	47.
0.	-38.	-75.	-49.
0.	-38.	-75.	15.
0.	-38.	-43.	-81.
0.	-38.	-43.	-17.
0.	-38.	-43.	47.
0.	-38.	-11.	-49.
0.	-38.	-11.	15.
0.	-38.	-11.	79.
0.	-38.	21.	-81.
0.	-38.	21.	-17.
0.	-38.	21.	47.
0.	-38.	53.	-49.
0.	-38.	53.	15.
0.	-38.	85.	-17.
0.	-6.	-107.	15.
0.	-6.	-75.	-17.
0.	-6.	-75.	47.
0.	-6.	-43.	-49.
0.	-6.	-43.	15.
0.	-6.	-43.	79.
0.	-6.	-11.	-81.
0.	-6.	-11.	-17.
0.	-6.	-11.	47.
0.	-6.	-11.	111.
0.	-6.	21.	-49.
0.	-6.	21.	15.
0.	-6.	21.	79.
0.	-6.	53.	-17.
0.	-6.	53.	47.
0.	-6.	85.	15.
0.	26.	-75.	-49.
0.	26.	-75.	15.
0.	26.	-43.	-81.
0.	26.	-43.	-17.
0.	26.	-43.	47.
0.	26.	-11.	-49.
0.	26.	-11.	15.
0.	26.	-11.	79.
0.	26.	21.	-81.
0.	26.	21.	-17.
0.	26.	21.	47.
0.	26.	53.	-49.
0.	26.	53.	15.
0.	26.	85.	-17.
0.	58.	-43.	-49.
0.	58.	-43.	15.
0.	58.	-11.	-17.
0.	58.	-11.	47.
0.	58.	21.	-49.
0.	58.	21.	15.
0.	58.	53.	-17.
0.	58.	53.	47.
0.	90.	-11.	15.
0.	90.	21.	-17.
32.	-70.	-43.	-17.
32.	-70.	-43.	47.
32.	-70.	-11.	-49.
32.	-70.	-11.	15.
32.	-70.	21.	-17.
32.	-70.	21.	47.
32.	-70.	53.	-49.
32.	-70.	53.	15.
32.	-38.	-75.	-17.
32.	-38.	-75.	47.
32.	-38.	-43.	-49.
32.	-38.	-43.	15.
32.	-38.	-43.	79.
32.	-38.	-11.	-81.
32.	-38.	-11.	-17.
32.	-38.	-11.	47.
32.	-38.	21.	-49.
32.	-38.	21.	15.
32.	-38.	21.	79.
32.	-38.	53.	-17.
32.	-38.	53.	47.
32.	-38.	85.	15.
32.	-6.	-75.	-49.
32.	-6.	-75.	15.
32.	-6.	-43.	-81.
32.	-6.	-43.	-17.
32.	-6.	-43.	47.
32.	-6.	-11.	-49.
32.	-6.	-11.	15.
32.	-6.	-11.	79.
32.	-6.	21.	-81.
32.	-6.	21.	-17.
32.	-6.	21.	47.
32.	-6.	53.	-49.
32.	-6.	53.	15.
32.	-6.	85.	-17.
32.	26.	-75.	-17.
32.	26.	-75.	47.
32.	26.	-43.	-49.
32.	26.	-43.	15.
32.	26.	-43.	79.
32.	26.	-11.	-81.
32.	26.	-11.	-17.
32.	26.	-11.	47.
32.	26.	21.	-49.
32.	26.	21.	15.
32.	26.	21.	79.
32.	26.	53.	-17.
32.	26.	53.	47.
32.	26.	85.	15.
32.	58.	-43.	-17.
32.	58.	-43.	47.
32.	58.	-11.	-49.
32.	58.	-11.	15.
32.	58.	21.	-17.
32.	58.	21.	47.
32.	58.	53.	-49.
32.	58.	53.	15.
32.	90.	-11.	-17.
32.	90.	21.	15.
64.	-38.	-43.	-17.
64.	-38.	-43.	47.
64.	-38.	-11.	-49.
64.	-38.	-11.	15.
64.	-38.	21.	-17.
64.	-38.	21.	47.
64.	-38.	53.	-49.
64.	-38.	53.	15.
64.	-6.	-43.	-49.
64.	-6.	-43.	15.
64.	-6.	-11.	-17.
64.	-6.	-11.	47.
64.	-6.	21.	-49.
64.	-6.	21.	15.
64.	-6.	53.	-17.
64.	-6.	53.	47.
64.	26.	-43.	-17.
64.	26.	-43.	47.
64.	26.	-11.	-49.
64.	26.	-11.	15.
64.	26.	21.	-17.
64.	26.	21.	47.
64.	26.	53.	-49.
64.	26.	53.	15.
64.	58.	-43.	-49.
64.	58.	-43.	15.
64.	58.	-11.	-17.
64.	58.	-11.	47.
64.	58.	21.	-49.
64.	58.	21.	15.
64.	58.	53.	-17.
64.	58.	53.	47.
96.	-6.	-11.	15.
96.	-6.	21.	-17.
96.	26.	-11.	-17.
96.	26.	21.	15.
